8001,4,4,0
-0.080257,-0.080257,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.080257,-0.080257,0.1,0,-1.2042e-15,-1.2042e-15,8.649e-16,0,-4.8165e-12,-4.8165e-12,3.4593e-12,0,-1.4448e-08,-1.4448e-08,1.0377e-08,0
-0.080257,-0.080257,0.1,0,-1.9261e-14,-1.9261e-14,1.3834e-14,0,-3.8517e-11,-3.8517e-11,2.7664e-11,0,-5.776e-08,-5.776e-08,4.1485e-08,0
-0.080257,-0.080257,0.1,0,-9.748e-14,-9.748e-14,7.0014e-14,0,-1.2994e-10,-1.2994e-10,9.333e-11,0,-1.2989e-07,-1.2989e-07,9.3293e-08,0
-0.080257,-0.080257,0.1,0,-3.0799e-13,-3.0799e-13,2.2121e-13,0,-3.0789e-10,-3.0789e-10,2.2114e-10,0,-2.308e-07,-2.308e-07,1.6577e-07,0
-0.080257,-0.080257,0.1,0,-7.5169e-13,-7.5169e-13,5.3989e-13,0,-6.0112e-10,-6.0112e-10,4.3175e-10,0,-3.6044e-07,-3.6044e-07,2.5888e-07,0
-0.080257,-0.080257,0.1,0,-1.5582e-12,-1.5582e-12,1.1192e-12,0,-1.0383e-09,-1.0383e-09,7.4577e-10,0,-5.1876e-07,-5.1876e-07,3.7259e-07,0
-0.080257,-0.080257,0.1,0,-2.8859e-12,-2.8859e-12,2.0728e-12,0,-1.6482e-09,-1.6482e-09,1.1838e-09,0,-7.0573e-07,-7.0573e-07,5.0688e-07,0
-0.080257,-0.080257,0.1,0,-4.9217e-12,-4.9217e-12,3.5349e-12,0,-2.4593e-09,-2.4593e-09,1.7664e-09,0,-9.2129e-07,-9.2129e-07,6.617e-07,0
-0.080257,-0.080257,0.1,0,-7.8812e-12,-7.8812e-12,5.6605e-12,0,-3.5003e-09,-3.5003e-09,2.514e-09,0,-1.1654e-06,-1.1654e-06,8.3703e-07,0
-0.080257,-0.080257,0.1,0,-1.2008e-11,-1.2008e-11,8.6248e-12,0,-4.7996e-09,-4.7996e-09,3.4472e-09,0,-1.438e-06,-1.438e-06,1.0328e-06,0
